Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
913141,446,8/31/2015 18:14,Market at Sansome,77,8/31/2015 18:22,San Francisco Caltrain 2 (330 Townsend),69,517,Subscriber,95134
913140,523,8/31/2015 18:14,Howard at 2nd,63,8/31/2015 18:23,San Francisco Caltrain 2 (330 Townsend),69,66,Subscriber,94002
913138,516,8/31/2015 18:14,Powell at Post (Union Square),71,8/31/2015 18:22,Howard at 2nd,63,465,Customer,43214
913137,763,8/31/2015 18:13,South Van Ness at Market,66,8/31/2015 18:26,San Francisco Caltrain 2 (330 Townsend),69,368,Subscriber,94010
913136,434,8/31/2015 18:13,San Francisco City Hall,58,8/31/2015 18:20,Market at 4th,76,332,Subscriber,94105
913135,399,8/31/2015 18:13,2nd at Folsom,62,8/31/2015 18:19,Clay at Battery,41,421,Subscriber,94920
913134,231,8/31/2015 18:12,Santa Clara at Almaden,4,8/31/2015 18:16,San Jose Diridon Caltrain Station,2,688,Subscriber,94158
913133,1058,8/31/2015 18:11,Embarcadero at Vallejo,48,8/31/2015 18:29,Mechanics Plaza (Market at Battery),75,325,Customer,94597
913131,829,8/31/2015 18:09,Harry Bridges Plaza (Ferry Building),50,8/31/2015 18:23,San Francisco Caltrain 2 (330 Townsend),69,403,Subscriber,94086
913130,469,8/31/2015 18:10,Redwood City Medical Center,26,8/31/2015 18:17,Redwood City Caltrain Station,22,690,Subscriber,94040
913129,969,8/31/2015 18:09,Davis at Jackson,42,8/31/2015 18:25,San Francisco Caltrain 2 (330 Townsend),69,353,Subscriber,94111
913128,384,8/31/2015 18:08,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 18:15,San Francisco Caltrain (Townsend at 4th),70,560,Subscriber,94070
913127,1139,8/31/2015 18:08,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 18:27,Embarcadero at Sansome,60,385,Subscriber,94111
913126,504,8/31/2015 18:08,Powell Street BART,39,8/31/2015 18:16,Steuart at Market,74,411,Subscriber,94941
913125,394,8/31/2015 18:08,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 18:14,5th at Howard,57,456,Subscriber,94103
913124,794,8/31/2015 18:08,Steuart at Market,74,8/31/2015 18:21,San Francisco Caltrain (Townsend at 4th),70,193,Subscriber,95134
913123,702,8/31/2015 18:08,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 18:19,Market at Sansome,77,611,Subscriber,94109
913122,419,8/31/2015 18:07,Townsend at 7th,65,8/31/2015 18:14,2nd at Townsend,61,418,Subscriber,94107
913121,720,8/31/2015 18:06,Mechanics Plaza (Market at Battery),75,8/31/2015 18:18,Embarcadero at Sansome,60,390,Subscriber,94109
913120,872,8/31/2015 18:06,Steuart at Market,74,8/31/2015 18:20,Golden Gate at Polk,59,448,Subscriber,94102
913118,253,8/31/2015 18:05,Adobe on Almaden,5,8/31/2015 18:10,San Jose Diridon Caltrain Station,2,660,Subscriber,94043
913117,570,8/31/2015 18:05,2nd at Townsend,61,8/31/2015 18:14,Harry Bridges Plaza (Ferry Building),50,291,Subscriber,94960
913116,469,8/31/2015 18:04,Market at 10th,67,8/31/2015 18:12,Powell Street BART,39,300,Subscriber,94112
913115,500,8/31/2015 18:04,Market at 10th,67,8/31/2015 18:12,San Francisco Caltrain 2 (330 Townsend),69,625,Subscriber,94065
913114,264,8/31/2015 18:04,Mountain View Caltrain Station,28,8/31/2015 18:08,Mountain View City Hall,27,197,Subscriber,94041
913113,153,8/31/2015 18:03,San Antonio Shopping Center,31,8/31/2015 18:06,San Antonio Caltrain Station,29,10,Subscriber,94103
913112,290,8/31/2015 18:03,San Jose Diridon Caltrain Station,2,8/31/2015 18:08,Santa Clara at Almaden,4,205,Subscriber,95110
913111,296,8/31/2015 18:03,Santa Clara at Almaden,4,8/31/2015 18:08,San Jose Diridon Caltrain Station,2,14,Subscriber,94158
913110,618,8/31/2015 18:03,Embarcadero at Folsom,51,8/31/2015 18:13,San Francisco Caltrain (Townsend at 4th),70,422,Subscriber,95129
913108,293,8/31/2015 18:03,Market at 4th,76,8/31/2015 18:08,Temporary Transbay Terminal (Howard at Beale),55,340,Subscriber,94501
913107,283,8/31/2015 18:03,2nd at Folsom,62,8/31/2015 18:07,Market at Sansome,77,375,Subscriber,94549
913104,325,8/31/2015 18:02,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 18:08,San Francisco Caltrain (Townsend at 4th),70,575,Subscriber,94041
913103,1116,8/31/2015 18:02,Commercial at Montgomery,45,8/31/2015 18:21,Townsend at 7th,65,370,Subscriber,94107
913102,772,8/31/2015 18:02,Powell at Post (Union Square),71,8/31/2015 18:15,South Van Ness at Market,66,96,Subscriber,94115
913101,357,8/31/2015 18:01,Broadway St at Battery St,82,8/31/2015 18:07,Temporary Transbay Terminal (Howard at Beale),55,379,Subscriber,94610
913100,263,8/31/2015 18:01,2nd at Folsom,62,8/31/2015 18:06,2nd at Townsend,61,621,Subscriber,94107
913099,250,8/31/2015 18:01,Broadway St at Battery St,82,8/31/2015 18:05,Beale at Market,56,440,Subscriber,94618
913097,570,8/31/2015 18:00,2nd at Townsend,61,8/31/2015 18:10,Davis at Jackson,42,502,Subscriber,94111
913096,227,8/31/2015 18:00,Cowper at University,37,8/31/2015 18:04,Palo Alto Caltrain Station,34,689,Subscriber,94107
913095,309,8/31/2015 18:00,Embarcadero at Sansome,60,8/31/2015 18:05,Steuart at Market,74,448,Subscriber,94549
913094,579,8/31/2015 18:00,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 18:09,San Francisco Caltrain (Townsend at 4th),70,417,Customer,94066
913093,701,8/31/2015 18:00,Market at Sansome,77,8/31/2015 18:11,Golden Gate at Polk,59,599,Subscriber,94105
913092,278,8/31/2015 18:00,2nd at Folsom,62,8/31/2015 18:04,Temporary Transbay Terminal (Howard at Beale),55,518,Subscriber,94710
913090,860,8/31/2015 18:00,Steuart at Market,74,8/31/2015 18:14,Golden Gate at Polk,59,498,Subscriber,94109
913089,563,8/31/2015 17:59,Powell Street BART,39,8/31/2015 18:09,San Francisco Caltrain 2 (330 Townsend),69,137,Subscriber,94306
913086,485,8/31/2015 17:59,5th at Howard,57,8/31/2015 18:07,San Francisco Caltrain 2 (330 Townsend),69,462,Subscriber,94401
913085,207,8/31/2015 17:59,Townsend at 7th,65,8/31/2015 18:02,San Francisco Caltrain 2 (330 Townsend),69,456,Subscriber,94103
913084,547,8/31/2015 17:58,Howard at 2nd,63,8/31/2015 18:08,Embarcadero at Sansome,60,279,Customer,nil
913083,979,8/31/2015 17:58,Steuart at Market,74,8/31/2015 18:15,Townsend at 7th,65,236,Subscriber,94107
913082,600,8/31/2015 17:58,Embarcadero at Sansome,60,8/31/2015 18:08,Embarcadero at Bryant,54,632,Subscriber,94107
913079,889,8/31/2015 17:57,Broadway St at Battery St,82,8/31/2015 18:12,San Francisco Caltrain (Townsend at 4th),70,542,Subscriber,95130
913078,926,8/31/2015 17:57,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 18:12,Embarcadero at Sansome,60,557,Subscriber,94133
913076,776,8/31/2015 17:57,Broadway St at Battery St,82,8/31/2015 18:09,2nd at Townsend,61,505,Subscriber,95111
913075,355,8/31/2015 17:56,Mountain View Caltrain Station,28,8/31/2015 18:02,Evelyn Park and Ride,30,107,Subscriber,94087
913072,481,8/31/2015 17:55,Steuart at Market,74,8/31/2015 18:03,2nd at Townsend,61,291,Subscriber,94107
913071,258,8/31/2015 17:55,Paseo de San Antonio,7,8/31/2015 17:59,SJSU - San Salvador at 9th,16,156,Subscriber,95112
913069,1212,8/31/2015 17:54,Embarcadero at Vallejo,48,8/31/2015 18:15,San Francisco Caltrain (Townsend at 4th),70,635,Subscriber,94086
913068,497,8/31/2015 17:54,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 18:02,San Francisco Caltrain (Townsend at 4th),70,359,Customer,94086
913067,246,8/31/2015 17:54,Palo Alto Caltrain Station,34,8/31/2015 17:58,Cowper at University,37,715,Subscriber,94040
913066,212,8/31/2015 17:54,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 17:57,Post at Kearny,47,394,Subscriber,94110
913065,254,8/31/2015 17:53,Palo Alto Caltrain Station,34,8/31/2015 17:58,Cowper at University,37,230,Subscriber,94301
913062,508,8/31/2015 17:53,Davis at Jackson,42,8/31/2015 18:02,Howard at 2nd,63,66,Subscriber,94107
913061,877,8/31/2015 17:53,Steuart at Market,74,8/31/2015 18:08,San Francisco Caltrain (Townsend at 4th),70,495,Subscriber,94010
913060,1088,8/31/2015 17:53,Steuart at Market,74,8/31/2015 18:11,San Francisco Caltrain (Townsend at 4th),70,501,Subscriber,94010
913057,590,8/31/2015 17:52,Spear at Folsom,49,8/31/2015 18:02,San Francisco Caltrain (Townsend at 4th),70,611,Subscriber,94404
913056,437,8/31/2015 17:51,2nd at Folsom,62,8/31/2015 17:59,Steuart at Market,74,193,Subscriber,94114
913055,545,8/31/2015 17:51,Market at 10th,67,8/31/2015 18:00,San Francisco Caltrain 2 (330 Townsend),69,344,Subscriber,94582
913052,426,8/31/2015 17:51,San Antonio Caltrain Station,29,8/31/2015 17:58,Rengstorff Avenue / California Street,33,118,Subscriber,94040
913051,614,8/31/2015 17:51,2nd at Townsend,61,8/31/2015 18:01,Davis at Jackson,42,353,Subscriber,94111
913048,742,8/31/2015 17:49,South Van Ness at Market,66,8/31/2015 18:02,San Francisco Caltrain 2 (330 Townsend),69,334,Subscriber,94085
913047,439,8/31/2015 17:49,Steuart at Market,74,8/31/2015 17:57,Post at Kearny,47,472,Subscriber,94105
913046,309,8/31/2015 17:49,2nd at Folsom,62,8/31/2015 17:55,San Francisco Caltrain (Townsend at 4th),70,432,Subscriber,94305
913043,361,8/31/2015 17:49,2nd at Townsend,61,8/31/2015 17:55,Howard at 2nd,63,564,Subscriber,94608
913042,893,8/31/2015 17:48,Steuart at Market,74,8/31/2015 18:03,San Francisco Caltrain (Townsend at 4th),70,500,Subscriber,94404
913041,330,8/31/2015 17:48,2nd at Folsom,62,8/31/2015 17:53,Harry Bridges Plaza (Ferry Building),50,601,Subscriber,94960
913040,373,8/31/2015 17:48,Spear at Folsom,49,8/31/2015 17:54,Embarcadero at Vallejo,48,635,Subscriber,94103
913039,866,8/31/2015 17:48,Davis at Jackson,42,8/31/2015 18:02,Civic Center BART (7th at Market),72,530,Subscriber,94103
913038,359,8/31/2015 17:48,Townsend at 7th,65,8/31/2015 17:54,Civic Center BART (7th at Market),72,555,Subscriber,94518
913035,499,8/31/2015 17:47,Commercial at Montgomery,45,8/31/2015 17:55,Embarcadero at Bryant,54,522,Subscriber,94010
913033,379,8/31/2015 17:47,2nd at Folsom,62,8/31/2015 17:53,Steuart at Market,74,191,Subscriber,94563
913032,1082,8/31/2015 17:47,Market at Sansome,77,8/31/2015 18:05,San Francisco Caltrain 2 (330 Townsend),69,541,Subscriber,94303
913031,695,8/31/2015 17:47,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 17:58,San Francisco City Hall,58,593,Subscriber,94102
913030,696,8/31/2015 17:47,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 17:58,Embarcadero at Sansome,60,448,Subscriber,94111
913029,624,8/31/2015 17:46,Harry Bridges Plaza (Ferry Building),50,8/31/2015 17:57,2nd at Townsend,61,502,Subscriber,94022
913028,277,8/31/2015 17:46,Commercial at Montgomery,45,8/31/2015 17:51,Mechanics Plaza (Market at Battery),75,317,Subscriber,94704
913026,525,8/31/2015 17:45,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:54,San Francisco Caltrain 2 (330 Townsend),69,395,Subscriber,94022
913025,361,8/31/2015 17:45,2nd at Folsom,62,8/31/2015 17:51,Harry Bridges Plaza (Ferry Building),50,288,Subscriber,94973
913023,572,8/31/2015 17:45,Embarcadero at Folsom,51,8/31/2015 17:55,San Francisco Caltrain (Townsend at 4th),70,372,Subscriber,95070
913022,728,8/31/2015 17:45,Market at 10th,67,8/31/2015 17:57,Washington at Kearny,46,480,Subscriber,94556
913021,398,8/31/2015 17:44,Embarcadero at Sansome,60,8/31/2015 17:51,Embarcadero at Folsom,51,267,Subscriber,94124
913020,262,8/31/2015 17:43,Townsend at 7th,65,8/31/2015 17:48,San Francisco Caltrain 2 (330 Townsend),69,134,Subscriber,94040
913019,710,8/31/2015 17:43,Powell Street BART,39,8/31/2015 17:55,Townsend at 7th,65,607,Subscriber,94107
913018,276,8/31/2015 17:43,5th at Howard,57,8/31/2015 17:48,2nd at Folsom,62,432,Subscriber,94105
913016,500,8/31/2015 17:42,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 17:50,Embarcadero at Bryant,54,436,Subscriber,94105
913013,350,8/31/2015 17:41,Castro Street and El Camino Real,32,8/31/2015 17:47,Mountain View Caltrain Station,28,142,Subscriber,94111
913011,343,8/31/2015 17:41,2nd at South Park,64,8/31/2015 17:47,Market at Sansome,77,388,Subscriber,94610
913010,1075,8/31/2015 17:41,Townsend at 7th,65,8/31/2015 17:59,Temporary Transbay Terminal (Howard at Beale),55,470,Subscriber,94551
913009,725,8/31/2015 17:40,Harry Bridges Plaza (Ferry Building),50,8/31/2015 17:53,San Francisco Caltrain (Townsend at 4th),70,360,Subscriber,94111
913006,217,8/31/2015 17:39,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:43,Embarcadero at Bryant,54,594,Subscriber,94010
913005,281,8/31/2015 17:39,Davis at Jackson,42,8/31/2015 17:44,Embarcadero at Sansome,60,526,Subscriber,94107
913004,411,8/31/2015 17:39,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 17:46,Steuart at Market,74,495,Subscriber,94939
913001,433,8/31/2015 17:39,Market at 4th,76,8/31/2015 17:46,San Francisco Caltrain (Townsend at 4th),70,441,Subscriber,94303
913000,782,8/31/2015 17:39,Market at 10th,67,8/31/2015 17:52,Spear at Folsom,49,361,Subscriber,94105
912999,598,8/31/2015 17:38,Davis at Jackson,42,8/31/2015 17:48,Howard at 2nd,63,331,Subscriber,94024
912998,691,8/31/2015 17:38,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 17:50,South Van Ness at Market,66,428,Subscriber,94102
912997,286,8/31/2015 17:38,Castro Street and El Camino Real,32,8/31/2015 17:43,Mountain View Caltrain Station,28,251,Subscriber,94401
912994,227,8/31/2015 17:37,Townsend at 7th,65,8/31/2015 17:41,San Francisco Caltrain 2 (330 Townsend),69,338,Subscriber,94301
912993,700,8/31/2015 17:37,Beale at Market,56,8/31/2015 17:48,Golden Gate at Polk,59,393,Subscriber,94109
912990,636,8/31/2015 17:37,Powell Street BART,39,8/31/2015 17:47,San Francisco Caltrain (Townsend at 4th),70,310,Subscriber,94102
912989,681,8/31/2015 17:36,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:48,Townsend at 7th,65,508,Subscriber,94102
912988,293,8/31/2015 17:36,Steuart at Market,74,8/31/2015 17:41,Howard at 2nd,63,282,Customer,nil
912987,405,8/31/2015 17:36,Civic Center BART (7th at Market),72,8/31/2015 17:43,Market at Sansome,77,541,Subscriber,94608
912986,442,8/31/2015 17:36,5th at Howard,57,8/31/2015 17:43,Powell at Post (Union Square),71,465,Customer,43214
912985,613,8/31/2015 17:36,Civic Center BART (7th at Market),72,8/31/2015 17:46,San Francisco Caltrain 2 (330 Townsend),69,492,Subscriber,94040
912982,847,8/31/2015 17:35,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:50,San Francisco Caltrain (Townsend at 4th),70,187,Subscriber,95110
912981,893,8/31/2015 17:35,Clay at Battery,41,8/31/2015 17:50,2nd at Townsend,61,269,Subscriber,94111
912980,646,8/31/2015 17:35,Howard at 2nd,63,8/31/2015 17:46,San Francisco Caltrain (Townsend at 4th),70,427,Subscriber,94025
912979,996,8/31/2015 17:35,Davis at Jackson,42,8/31/2015 17:51,San Francisco Caltrain (Townsend at 4th),70,328,Customer,94107
912977,526,8/31/2015 17:35,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:43,San Francisco Caltrain 2 (330 Townsend),69,507,Subscriber,94025
912975,652,8/31/2015 17:34,Steuart at Market,74,8/31/2015 17:45,San Francisco Caltrain (Townsend at 4th),70,559,Subscriber,94025
912974,688,8/31/2015 17:34,Golden Gate at Polk,59,8/31/2015 17:45,Temporary Transbay Terminal (Howard at Beale),55,602,Subscriber,94610
912973,229,8/31/2015 17:32,South Van Ness at Market,66,8/31/2015 17:35,Civic Center BART (7th at Market),72,574,Subscriber,94803
912972,221,8/31/2015 17:33,Davis at Jackson,42,8/31/2015 17:37,Temporary Transbay Terminal (Howard at Beale),55,320,Subscriber,94611
912969,559,8/31/2015 17:33,Townsend at 7th,65,8/31/2015 17:42,2nd at Folsom,62,288,Subscriber,94127
912967,737,8/31/2015 17:32,Washington at Kearny,46,8/31/2015 17:45,San Francisco Caltrain (Townsend at 4th),70,540,Subscriber,94087
912966,642,8/31/2015 17:32,Davis at Jackson,42,8/31/2015 17:43,San Francisco Caltrain (Townsend at 4th),70,408,Subscriber,95014
912963,353,8/31/2015 17:32,Howard at 2nd,63,8/31/2015 17:38,Harry Bridges Plaza (Ferry Building),50,404,Subscriber,94115
912962,757,8/31/2015 17:32,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 17:44,Embarcadero at Folsom,51,553,Subscriber,94608
912961,268,8/31/2015 17:32,Embarcadero at Sansome,60,8/31/2015 17:36,Steuart at Market,74,501,Subscriber,94597
912960,250,8/31/2015 17:32,Santa Clara at Almaden,4,8/31/2015 17:36,San Jose Diridon Caltrain Station,2,165,Subscriber,94110
912959,631,8/31/2015 17:32,Beale at Market,56,8/31/2015 17:42,San Francisco Caltrain (Townsend at 4th),70,597,Subscriber,94010
912958,312,8/31/2015 17:32,Howard at 2nd,63,8/31/2015 17:37,Steuart at Market,74,548,Subscriber,94590
912957,678,8/31/2015 17:31,Market at 4th,76,8/31/2015 17:43,Embarcadero at Sansome,60,585,Subscriber,94111
912956,1034,8/31/2015 17:31,Harry Bridges Plaza (Ferry Building),50,8/31/2015 17:48,San Francisco Caltrain (Townsend at 4th),70,587,Subscriber,94087
912955,590,8/31/2015 17:30,2nd at Folsom,62,8/31/2015 17:40,San Francisco Caltrain 2 (330 Townsend),69,558,Subscriber,94025
912954,144,8/31/2015 17:30,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:32,Spear at Folsom,49,635,Subscriber,94941
912953,253,8/31/2015 17:29,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 17:34,Townsend at 7th,65,470,Subscriber,94107
912951,735,8/31/2015 17:29,Market at Sansome,77,8/31/2015 17:41,San Francisco Caltrain 2 (330 Townsend),69,525,Subscriber,94002
912950,419,8/31/2015 17:29,Commercial at Montgomery,45,8/31/2015 17:36,Temporary Transbay Terminal (Howard at Beale),55,594,Subscriber,94611
912949,409,8/31/2015 17:29,2nd at South Park,64,8/31/2015 17:36,Market at Sansome,77,335,Subscriber,94612
912948,264,8/31/2015 17:29,Mountain View City Hall,27,8/31/2015 17:33,Mountain View Caltrain Station,28,258,Subscriber,94110
912947,167,8/31/2015 17:28,5th at Howard,57,8/31/2015 17:31,Powell Street BART,39,576,Subscriber,94024
912946,804,8/31/2015 17:29,Harry Bridges Plaza (Ferry Building),50,8/31/2015 17:42,Townsend at 7th,65,418,Subscriber,94107
912945,908,8/31/2015 17:28,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 17:43,Temporary Transbay Terminal (Howard at Beale),55,531,Subscriber,94105
912944,772,8/31/2015 17:28,2nd at South Park,64,8/31/2015 17:41,Washington at Kearny,46,290,Subscriber,94133
912942,417,8/31/2015 17:28,Embarcadero at Sansome,60,8/31/2015 17:35,Embarcadero at Folsom,51,618,Subscriber,94105
912941,263,8/31/2015 17:28,Castro Street and El Camino Real,32,8/31/2015 17:32,Mountain View Caltrain Station,28,639,Subscriber,94105
912940,523,8/31/2015 17:27,2nd at South Park,64,8/31/2015 17:36,Harry Bridges Plaza (Ferry Building),50,620,Subscriber,94947
912939,371,8/31/2015 17:27,Davis at Jackson,42,8/31/2015 17:33,Temporary Transbay Terminal (Howard at Beale),55,402,Subscriber,94577
912938,380,8/31/2015 17:26,2nd at Folsom,62,8/31/2015 17:33,Harry Bridges Plaza (Ferry Building),50,56,Subscriber,94949
912937,919,8/31/2015 17:26,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 17:41,South Van Ness at Market,66,334,Subscriber,94115
912936,468,8/31/2015 17:26,Embarcadero at Sansome,60,8/31/2015 17:34,Steuart at Market,74,498,Subscriber,94521
912935,718,8/31/2015 17:26,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 17:38,Harry Bridges Plaza (Ferry Building),50,544,Subscriber,94591
912934,366,8/31/2015 17:25,Embarcadero at Bryant,54,8/31/2015 17:32,San Francisco Caltrain 2 (330 Townsend),69,593,Subscriber,94402
912933,240,8/31/2015 17:25,Mountain View City Hall,27,8/31/2015 17:29,Mountain View Caltrain Station,28,141,Subscriber,94107
912931,561,8/31/2015 17:25,Davis at Jackson,42,8/31/2015 17:34,2nd at Townsend,61,479,Subscriber,94025
912930,414,8/31/2015 17:24,Townsend at 7th,65,8/31/2015 17:31,Civic Center BART (7th at Market),72,377,Subscriber,94965
912929,312,8/31/2015 17:21,Market at 4th,76,8/31/2015 17:26,Temporary Transbay Terminal (Howard at Beale),55,187,Subscriber,94706
912928,348,8/31/2015 17:24,Commercial at Montgomery,45,8/31/2015 17:29,Market at 4th,76,585,Subscriber,94103
912927,624,8/31/2015 17:23,Broadway St at Battery St,82,8/31/2015 17:34,Embarcadero at Bryant,54,285,Subscriber,94105
912926,280,8/31/2015 17:22,Commercial at Montgomery,45,8/31/2015 17:27,Temporary Transbay Terminal (Howard at Beale),55,636,Subscriber,94611
912925,195,8/31/2015 17:22,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:25,2nd at Folsom,62,191,Subscriber,94158
912924,697,8/31/2015 17:21,2nd at South Park,64,8/31/2015 17:32,Golden Gate at Polk,59,602,Subscriber,94109
912923,544,8/31/2015 17:20,San Francisco City Hall,58,8/31/2015 17:29,Temporary Transbay Terminal (Howard at Beale),55,431,Subscriber,94530
912922,224,8/31/2015 17:20,Embarcadero at Vallejo,48,8/31/2015 17:24,Beale at Market,56,393,Subscriber,94112
912921,1498,8/31/2015 17:20,Santa Clara County Civic Center,80,8/31/2015 17:45,MLK Library,11,232,Subscriber,95112
912920,251,8/31/2015 17:20,Mountain View City Hall,27,8/31/2015 17:24,Mountain View Caltrain Station,28,262,Subscriber,94103
912919,837,8/31/2015 17:19,Embarcadero at Sansome,60,8/31/2015 17:33,Howard at 2nd,63,279,Subscriber,94114
912918,428,8/31/2015 17:19,San Pedro Square,6,8/31/2015 17:26,San Jose Diridon Caltrain Station,2,168,Subscriber,95377
912916,571,8/31/2015 17:19,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:29,San Francisco Caltrain (Townsend at 4th),70,448,Subscriber,94025
912915,508,8/31/2015 17:19,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 17:27,Commercial at Montgomery,45,370,Subscriber,94133
912914,236,8/31/2015 17:19,Beale at Market,56,8/31/2015 17:23,Commercial at Montgomery,45,877,Subscriber,94133
912913,181,8/31/2015 17:18,Townsend at 7th,65,8/31/2015 17:21,San Francisco Caltrain 2 (330 Townsend),69,584,Subscriber,94065
912912,239,8/31/2015 17:18,Market at 10th,67,8/31/2015 17:22,Golden Gate at Polk,59,494,Subscriber,94121
912910,790,8/31/2015 17:18,Post at Kearny,47,8/31/2015 17:31,Townsend at 7th,65,456,Subscriber,94111
912909,366,8/31/2015 17:18,2nd at South Park,64,8/31/2015 17:24,Temporary Transbay Terminal (Howard at Beale),55,507,Subscriber,94608
912908,601,8/31/2015 17:18,Market at 10th,67,8/31/2015 17:28,San Francisco Caltrain (Townsend at 4th),70,557,Subscriber,95120
912906,507,8/31/2015 17:17,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 17:26,5th at Howard,57,462,Subscriber,94110
912905,531,8/31/2015 17:17,Market at 10th,67,8/31/2015 17:26,San Francisco Caltrain 2 (330 Townsend),69,399,Subscriber,94401
912904,543,8/31/2015 17:16,Market at 4th,76,8/31/2015 17:25,2nd at Townsend,61,454,Subscriber,94107
912903,954,8/31/2015 17:17,Golden Gate at Polk,59,8/31/2015 17:33,Embarcadero at Sansome,60,267,Subscriber,94133
912902,645,8/31/2015 17:17,Embarcadero at Sansome,60,8/31/2015 17:27,Temporary Transbay Terminal (Howard at Beale),55,496,Subscriber,94602
912901,492,8/31/2015 17:16,Commercial at Montgomery,45,8/31/2015 17:24,Embarcadero at Folsom,51,487,Subscriber,94608
912900,661,8/31/2015 17:15,San Jose Diridon Caltrain Station,2,8/31/2015 17:26,Japantown,9,656,Subscriber,94111
912899,597,8/31/2015 17:15,5th at Howard,57,8/31/2015 17:25,Harry Bridges Plaza (Ferry Building),50,313,Subscriber,94103
912898,681,8/31/2015 17:14,Steuart at Market,74,8/31/2015 17:26,San Francisco Caltrain 2 (330 Townsend),69,516,Subscriber,94025
912897,419,8/31/2015 17:14,5th at Howard,57,8/31/2015 17:21,Temporary Transbay Terminal (Howard at Beale),55,635,Subscriber,94170
912896,475,8/31/2015 17:12,Mechanics Plaza (Market at Battery),75,8/31/2015 17:20,Embarcadero at Bryant,54,593,Subscriber,94105
912894,716,8/31/2015 17:12,Market at Sansome,77,8/31/2015 17:24,San Francisco Caltrain 2 (330 Townsend),69,268,Subscriber,94002
912892,816,8/31/2015 17:12,Embarcadero at Vallejo,48,8/31/2015 17:25,San Francisco Caltrain 2 (330 Townsend),69,457,Subscriber,95128
912891,323,8/31/2015 17:12,Commercial at Montgomery,45,8/31/2015 17:17,Temporary Transbay Terminal (Howard at Beale),55,508,Subscriber,94611
912888,565,8/31/2015 17:12,Mechanics Plaza (Market at Battery),75,8/31/2015 17:21,Market at 10th,67,300,Subscriber,94102
912887,619,8/31/2015 17:12,Embarcadero at Folsom,51,8/31/2015 17:22,San Francisco Caltrain (Townsend at 4th),70,325,Subscriber,95014
912886,305,8/31/2015 17:11,Clay at Battery,41,8/31/2015 17:16,Embarcadero at Sansome,60,279,Subscriber,94133
912884,363,8/31/2015 17:11,Embarcadero at Sansome,60,8/31/2015 17:17,Harry Bridges Plaza (Ferry Building),50,493,Subscriber,94501
912883,587,8/31/2015 17:11,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:21,San Francisco Caltrain 2 (330 Townsend),69,16,Subscriber,94061
912882,286,8/31/2015 17:11,Broadway St at Battery St,82,8/31/2015 17:16,Market at Sansome,77,461,Subscriber,94588
912880,392,8/31/2015 17:11,5th at Howard,57,8/31/2015 17:17,San Francisco Caltrain 2 (330 Townsend),69,552,Subscriber,94086
912879,398,8/31/2015 17:11,Grant Avenue at Columbus Avenue,73,8/31/2015 17:17,Temporary Transbay Terminal (Howard at Beale),55,572,Subscriber,94133
912878,905,8/31/2015 17:11,Broadway St at Battery St,82,8/31/2015 17:26,San Francisco Caltrain 2 (330 Townsend),69,614,Subscriber,95124
912876,969,8/31/2015 17:11,Clay at Battery,41,8/31/2015 17:27,2nd at Townsend,61,449,Subscriber,94107
912875,471,8/31/2015 17:11,Howard at 2nd,63,8/31/2015 17:18,San Francisco Caltrain 2 (330 Townsend),69,238,Subscriber,94402
912874,483,8/31/2015 17:10,2nd at Townsend,61,8/31/2015 17:18,Harry Bridges Plaza (Ferry Building),50,311,Subscriber,94945
912872,505,8/31/2015 17:09,Embarcadero at Vallejo,48,8/31/2015 17:17,Temporary Transbay Terminal (Howard at Beale),55,266,Subscriber,94608
